id,line_itemable_id,line_itemable_type,description,long_description,quantity,rate,unit,item_order,discount,type
3454,316,estimate,"Honorarios Legales","Abono del 50% de honorarios por Registro de Alimentos para importación ante AUPSA,  50 registros (Provenientes de otros países).",25.00,100.00,,1,0.00,NULL
3455,316,estimate,"Honorarios Legales","Abono de honorarios del 50% por Registro de Alimentos ante AUPSA para 50 registros (provenientes de USA).",25.00,85.00,,2,0.00,NULL
3456,317,estimate,"Pagos a Terceros - Dirección General de Ingresos","Pago de impuestos ante la Dirección General de Ingresos que guarda relación con la Finca No. 42147-2107 de Inmobiliaria Maorgo, S.A. Incluye impuestos, interés y recargo.",1.00,4799.76,,1,0.00,NULL
3457,317,estimate,"Honorarios Legales","Gestión de acogimiento a la Amnistía Tributaria a fin de condonar el 85% del pago de intereses, multas y recargos.",1.00,175.00,,2,0.00,NULL
3458,317,estimate,"Gastos Administrativos",,1.00,11.50,,3,0.00,NULL
3459,479,invoice,"Pagos a Terceros - Dirección General de Ingresos","Pago de impuestos ante la Dirección General de Ingresos que guarda relación con la Finca No. 42147-2107 de Inmobiliaria Maorgo, S.A. Incluye impuestos, interés y recargo.",1.00,4799.76,,1,0.00,NULL
3460,479,invoice,"Honorarios Legales","Gestión de acogimiento a la Amnistía Tributaria a fin de condonar el 85% del pago de intereses, multas y recargos.",1.00,175.00,,2,0.00,NULL
3461,479,invoice,"Gastos Administrativos",,1.00,11.50,,3,0.00,NULL
3469,318,estimate,"Honorarios Legales - Departamento Corporativo","Constitución de Sociedad Anónima SEGTEC PANAMA, S.A.",1.00,415.00,,1,0.00,NULL
3470,319,estimate,"Honorarios Legales","Trámite de Registro Sanitario de Producto<br />  Alimenticio (1 producto)",1.00,375.00,,1,0.00,NULL
3471,319,estimate,Gastos,"Pago al Tesoro Nacional por presentación de<br />  Registro Sanitario",1.00,10.00,,2,0.00,NULL
3472,319,estimate,Gastos,"Timbres Fiscales por Certificado de Registro<br />  Sanitario",1.00,8.00,,3,0.00,NULL
3473,319,estimate,Gastos,"Gastos Notariales",1.00,18.50,,4,0.00,NULL
3474,319,estimate,"Gastos Administrativos",,1.00,20.50,,5,0.00,NULL
3475,319,estimate,"Pagos a terceros (Ingeniera en Salud)","Elaboración de Ficha Técnica (1 producto)",1.00,150.00,,6,0.00,NULL
3476,319,estimate,"Gastos / Departamento de Protección de Alimentos","Pago en concepto de pruebas y registro de alimento ante Depto. de Protección de Alimentos / Gasto sujeto a verificación de muestra rango US$200.00 - US$350.00",1.00,200.00,,7,0.00,NULL
3478,320,estimate,"Honorarios Legales - Departamento de Innovación, Industria y Tecnología","Investigaciones, Análisis y Consultas adicionales respecto a Ley Bancaria, eWallet, Plataformas de Pago, Terminos y Condiciones de Uso Web y otros.",1.00,750.00,,1,0.00,NULL
3479,321,estimate,Gastos,"Envío de Documentos Legales / Sociedad REDDEARTH, S.A. a San José, Costa Rica ",1.00,67.50,,1,0.00,NULL
3480,480,invoice,Honorarios,"Honorarios por renovación de Visa de Doméstica",1.00,375.00,,1,0.00,NULL
3481,480,invoice,"Gastos Notariales","Autenticación y cotejo de documentos",1.00,50.00,,2,0.00,NULL
3482,480,invoice,Gastos,"Autenticación de Cédula en el Tribunal Electoral",1.00,6.00,,3,0.00,NULL
3483,480,invoice,"Gastos Migratorios","-Pago al presentar la solicitud de renovación de Visa de Doméstica.<br />  -Pago por derecho de toma de fotografía del carnet de renovación de Visa de Doméstica.",1.00,100.00,,4,0.00,NULL
3484,480,invoice,"Gastos Administrativos",,1.00,35.00,,5,0.00,NULL
3496,481,invoice,Gastos,"Envío de Documentos Legales / Sociedad REDDEARTH, S.A. a San José, Costa Rica",1.00,67.50,,1,0.00,NULL
3497,482,invoice,"Honorarios Legales - Departamento Administrativo","Solicitud de Certificado de Registro Público de la sociedad Aropecuaria, S.A. y de la Finca 305079-8722.",1.00,25.00,,1,0.00,NULL
3498,482,invoice,"Honorarios Legales - Departamento Administrativo","Autenticación de cédula ante Notario.",1.00,12.50,,2,0.00,NULL
3499,482,invoice,"Pagos a Tercero","Pagos en concepto de:<br />  - Autenticación ante Notario<br />  - Registro Público",1.00,85.00,,3,0.00,NULL
3500,482,invoice,"Gastos Administrativos",,1.00,8.00,,4,0.00,NULL
3508,322,estimate,"Plan Básico Veló Emprende ¡Empieza tu negocio!","1. Constitución de Sociedad Anónima<br />  2. Inscripción ante la Dirección General de Ingresos<br />  3. Inscripción ante el Municipio de Panamá<br />  4. Solicitud de Aviso de Operaciones",1.00,565.00,,1,0.00,NULL
3509,322,estimate,"Pagos a Terceros","Cierre de escritura, tasa única registro público, testigos, notaria, timbres.",1.00,550.00,,2,0.00,NULL
3510,322,estimate,"Gastos Administrativos",,1.00,45.45,,3,0.00,NULL
3511,322,estimate,"Debida Diligencia",,1.00,50.00,,4,0.00,NULL
3523,483,invoice,"Plan Básico Veló Emprende ¡Empieza tu negocio!","1. Constitución de Sociedad Anónima<br />  2. Inscripción ante la Dirección General de Ingresos<br />  3. Inscripción ante el Municipio de Panamá<br />  4. Solicitud de Aviso de Operaciones",1.00,565.00,,1,0.00,NULL
3524,483,invoice,"Pagos a Terceros","Cierre de escritura, tasa única registro público, testigos, notaria, timbres.",1.00,550.00,,2,0.00,NULL
3525,483,invoice,"Gastos Administrativos",,1.00,45.45,,3,0.00,NULL
3526,483,invoice,"Debida Diligencia",,1.00,50.00,,4,0.00,NULL
3527,323,estimate,"Legal Fees","Incorporation and Registered Agent/Office for a company in BVI",1.00,3250.00,,1,0.00,NULL
3528,323,estimate,"Legal Fees","Assistance for Opening a Bank Account in BVI",1.00,1850.00,,2,0.00,NULL
3529,323,estimate,Costs,"Administrative and Compliance Fee",1.00,96.40,,3,0.00,NULL
3530,323,estimate,Courier,,1.00,60.00,,4,0.00,NULL
3531,484,invoice,"Honorarios Legales","Investigación sobre la posibilidad de incorporar una BVI",1.00,475.00,,1,0.00,NULL
3535,485,invoice,"Honorarios Profesionales - Departamento de Recuperación de Activos","Letra No. 1 en concepto de cobro extrajudicial a la empresa SPECTRA INGENIERIA PANAMA, S.A.",1.00,1113.43,,1,0.00,NULL
3542,486,invoice,"Honorarios Legales - Departamento Laboral","Revisión de contrato de trabajo por tiempo indefinido con la docente Katherine Seitz y consulta relacionada.",1.00,75.00,,1,0.00,NULL
3549,487,invoice,"Honorarios Profesionales - Departamento Laboral","Servicio mensual (retainer) en materia laboral a empresa CONCRETEX, S.A. correspondiente a septiembre 2020",1.00,500.00,,1,0.00,NULL
3550,318,estimate,"Honorarios Legales - Departamento Corporativo","Inscripción ante la Dirección General de Ingresos",1.00,50.00,,2,0.00,NULL
3551,318,estimate,"Honorarios Legales - Departamento Corporativo","Inscripción ante el Municipio de Panamá",1.00,125.00,,3,0.00,NULL
3552,318,estimate,"Honorarios Legales - Departamento Corporativo","Solicitud de Aviso de Operación",1.00,75.00,,4,0.00,NULL
3553,318,estimate,Gastos,"Cierre de escritura pública, testigos, timbres, gastos de registro público,",1.00,440.00,,5,0.00,NULL
3554,318,estimate,"Gastos Administrativos",,1.00,35.00,,6,0.00,NULL
3555,318,estimate,"Pagos a Terceros","Aviso de Operación",1.00,55.00,,7,0.00,NULL
3556,318,estimate,"Debida Diligencia",,1.00,55.00,,8,0.00,NULL
3557,324,estimate,"Pagos a Terceros - Departamento de Compliance","Debida Diligencia correspondiente al período 2021",1.00,50.00,,1,0.00,NULL
3558,324,estimate,Gastos,"Impuestos de Tasa Única/ Periodo 2021",1.00,400.00,,2,0.00,NULL
3559,324,estimate,Honorarios,"Honorarios en concepto de Agente Residente<br />  periodo 2021",1.00,250.00,,3,0.00,NULL
3560,325,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad FINCA LA LOMITA, S.A.<br />  periodo 2021",1.00,200.00,,1,0.00,NULL
3561,325,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad Finca la Lomita, S.A. Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3562,325,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3563,488,invoice,"Honorarios Profesionales-Depto. Administrativo","Inscripción en Municipio de Panamá, Persona Natural negocios I.glosses / Ketofoodpty",2.00,125.00,,1,0.00,NULL
3564,488,invoice,"Gastos Notariales","Autenticaciones de Poderes",2.00,12.50,,2,0.00,NULL
3565,488,invoice,"Gastos Administrativos",,1.00,21.50,,3,0.00,NULL
3566,489,invoice,"Honorarios Legales - Departamento de Recuperación de Activos","Honorarios Profesionales por cobro de 30% de los honorarios pactados dentro del Proceso Ejecutivo Hipotecario (BANCO DELTA, S.A. vs BENITA PEREZ PEREZ y EFRAIN YOEL MOJICA PEREZ, en concepto de finalización de proceso.",1.00,305.51,,1,0.00,NULL
3567,489,invoice,"Pagos a Terceros","Sellos en Municipio de Panamá del aviso de Remate.",1.00,4.00,,2,0.00,NULL
3568,489,invoice,"Gastos Administrativos",,1.00,21.50,,5,0.00,NULL
3569,490,invoice,"Pagos a Terceros","Publicación en Diario La Estrella de Panamá",1.00,21.88,,1,0.00,NULL
3570,491,invoice,"Pagos a Terceros","Certificado de Registro Público",1.00,30.00,,1,0.00,NULL
3571,489,invoice,"Pagos a Terceros","Certificado de Registro Público de la Finca",1.00,30.00,,4,0.00,NULL
3572,492,invoice,"Pagos a Terceros","Certificado de Registro Público dentro del caso BANCO DELTA, S.A. vs. NEOTEX, CORP.",1.00,30.00,,1,0.00,NULL
3573,492,invoice,"Pagos a Terceros","Copias y estacionamientos",1.00,6.50,,2,0.00,NULL
3574,493,invoice,"Gastos Administrativos",,1.00,15.50,,1,0.00,NULL
3575,493,invoice,"Pagos a Terceros","Certificado de Registro Público dentro del caso BANCO DELTA, S.A. vs. PEDRO ANTONIO RODRIGUEZ SERRANO",1.00,30.00,,2,0.00,NULL
3576,489,invoice,Notaria,"Autenticación de Desistimiento",1.00,6.00,,3,0.00,NULL
3577,494,invoice,"Pagos a Terceros","Certificado de Registro Público de BCT INTERNATIONAL BANK, S.A.",1.00,40.00,,1,0.00,NULL
3578,495,invoice,"Honorarios Legales - Departamento Inmobiliario e Infraestructura","Honorarios Legales en concepto de 'Contrato de Iguala o Retainer' para el mes de Septiembre 2020",1.00,2400.00,,1,0.00,NULL
3579,495,invoice,"Honorarios Legales - Departamento Inmobiliario e Infraestructura","Solicitud de corrección de resto libre de la Finca 250202-8A03.",0.00,0.00,,2,0.00,NULL
3580,495,invoice,"Honorarios Legales - Departamento Inmobiliario e Infraestructura","Seguimiento del Recurso de  Reconsideración ante el Municipio de San Miguelito para el caso Taludes",1.00,0.00,,3,0.00,NULL
3581,495,invoice,"Honorarios Legales - Departamento Inmobiliario e Infraestructura","Seguimiento traspaso de Fincas (calles) a la Nación – Listado 1:      <br />  - Solicitud de Certificados de RP de fincas                                                 <br />  - Aporte de Certificados de RP ante Bienes Patrimoniales del Ministerio de Economía y Finanzas.                                                                                                         <br />  - Solicitud de impulso procesal de parte de Bienes Patrimoniales del Ministerio de Economía y Finanzas a la Dirección General de Ingresos con relación a las exoneraciones de impuesto de inmueble.                                                       <br />  - Revisión fincas en proceso de traspasos pendiente de cancelación de gravámenes.",1.00,0.00,,4,0.00,NULL
3582,495,invoice,"Honorarios Legales - Departamento Inmobiliario e Infraestructura","Seguimiento traspaso de Fincas (calles) a la Nación – Listado",1.00,0.00,,5,0.00,NULL
3583,495,invoice,"Honorarios Legales - Departamento Inmobiliario e Infraestructura","Seguimiento exoneración de impuesto de Inmueble de Fincas (calles) a traspasar a la Nación y                           <br />   presentación ante el Departamento de Exoneraciones de la Dirección General de Ingresos de impulso procesal de parte de la Dirección de Bienes Patrimoniales del Ministerio de Economía y Finanzas.",1.00,0.00,,6,0.00,NULL
3584,496,invoice,"Honorarios Legales - Departamento de Propiedad Intelectual","Honorarios en concepto de registro de marca 'LIVELONG AGE MANAGEMENT CLINIC y DISEÑO' en Clase 0",1.00,275.00,,1,0.00,NULL
3585,496,invoice,Gastos,"Gastos de inscripción de marca y derechos ante la Dirección General de Propiedad Intelectual",1.00,200.00,,2,0.00,NULL
3586,496,invoice,"Gastos Administrativos",,1.00,24.00,,3,0.00,NULL
3587,496,invoice,Timbres,,1.00,4.50,,4,0.00,NULL
3588,326,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad West Indies Trading, Corp., periodo 2021",1.00,250.00,,1,0.00,NULL
3589,326,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad West Indies Trading, Corp., Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3590,326,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3591,327,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad Cinco Palo, S.A.<br />  periodo 2021",1.00,250.00,,1,0.00,NULL
3592,327,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad Cinco Palo, S.A., Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3593,327,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3594,328,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de Fundación Ralibar<br />  periodo 2021",1.00,250.00,,1,0.00,NULL
3595,328,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de Fundación Ralibar, Período Fiscal 2021",1.00,400.00,,2,0.00,NULL
3596,328,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3597,329,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de Lauvaro Foundation periodo 2021",1.00,250.00,,1,0.00,NULL
3598,329,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de Lauvaro Foundation, Período Fiscal 2021",1.00,400.00,,2,0.00,NULL
3599,329,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3600,330,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad Target Aviation, S.A.<br />  periodo 2021",1.00,250.00,,1,0.00,NULL
3601,330,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad Target Aviation, S.A., Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3602,330,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3603,331,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad MIRADOR ALLEGRA, S.A.<br />  periodo 2021",1.00,200.00,,1,0.00,NULL
3604,331,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad MIRADOR ALLEGRA, S.A. Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3605,331,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3606,332,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad ARIMA PANAMÁ SOLUTIONS, S.A. <br />  periodo 2021",1.00,250.00,,1,0.00,NULL
3607,332,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,2,0.00,NULL
3608,333,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad ATLAS DEVELOPERS, INC., periodo 2021",1.00,250.00,,1,0.00,NULL
3609,333,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad ATLAS DEVELOPERS, INC., Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3610,333,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3611,334,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad PARMAX CAPITAL, INC., periodo 2021",1.00,250.00,,1,0.00,NULL
3612,334,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad PARMAX CAPITAL, INC., Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3613,334,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3614,335,estimate,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad PACIFIC SPACES, S.A.<br />  periodo 2021",1.00,250.00,,1,0.00,NULL
3615,335,estimate,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad PACIFIC SPACES, S.A. Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3616,335,estimate,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3617,497,invoice,"Honorarios Legales - Departamento Corporativo","Constitución de Sociedad Anónima SEGTEC PANAMA, S.A.",1.00,415.00,,1,0.00,NULL
3618,497,invoice,"Honorarios Legales - Departamento Corporativo","Inscripción ante la Dirección General de Ingresos",1.00,50.00,,2,0.00,NULL
3619,497,invoice,"Honorarios Legales - Departamento Corporativo","Inscripción ante el Municipio de Panamá",1.00,125.00,,3,0.00,NULL
3620,497,invoice,"Honorarios Legales - Departamento Corporativo","Solicitud de Aviso de Operación",1.00,75.00,,4,0.00,NULL
3621,497,invoice,Gastos,"Cierre de escritura pública, testigos, timbres, gastos de registro público,",1.00,440.00,,5,0.00,NULL
3622,497,invoice,"Gastos Administrativos",,1.00,35.00,,6,0.00,NULL
3623,497,invoice,"Pagos a Terceros","Aviso de Operación",1.00,55.00,,7,0.00,NULL
3624,497,invoice,"Debida Diligencia",,1.00,55.00,,8,0.00,NULL
3625,498,invoice,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad ARIMA PANAMÁ SOLUTIONS, S.A. <br />  periodo 2021",1.00,250.00,,1,0.00,NULL
3626,498,invoice,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,2,0.00,NULL
3633,499,invoice,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de Lauvaro Foundation periodo 2021",1.00,250.00,,1,0.00,NULL
3634,499,invoice,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de Lauvaro Foundation, Período Fiscal 2021",1.00,400.00,,2,0.00,NULL
3635,499,invoice,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3636,500,invoice,"Honorarios Profesionales - Departamento Corporativo","- Solicitud de Record Policivo de William Robert Boyd Rusodimos<br />  - Apostilla de Record Policivo de William Robert Boyd Rusodimos",1.00,50.00,,1,0.00,NULL
3637,500,invoice,Gastos,"- Timbre <br />  - Gasto notarial<br />  - Apostilla<br />  - Estacionamiento",1.00,12.16,,2,0.00,NULL
3638,501,invoice,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad MIRADOR ALLEGRA, S.A.<br />  periodo 2021",1.00,200.00,,1,0.00,NULL
3639,501,invoice,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad MIRADOR ALLEGRA, S.A. Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3640,501,invoice,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3641,502,invoice,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad West Indies Trading, Corp., periodo 2021",1.00,250.00,,1,0.00,NULL
3642,502,invoice,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad West Indies Trading, Corp., Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3643,502,invoice,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3644,503,invoice,"Pagos a Terceros - Departamento de Compliance","Debida Diligencia correspondiente al período 2021",1.00,50.00,,1,0.00,NULL
3645,503,invoice,Gastos,"Impuestos de Tasa Única/ Periodo 2021",1.00,400.00,,2,0.00,NULL
3646,503,invoice,Honorarios,"Honorarios en concepto de Agente Residente<br />  periodo 2021",1.00,250.00,,3,0.00,NULL
3647,336,estimate,"Honorarios Legales - Departamento de Recuperación de Activos","Elaboración de Dación en Pago de ARCHIVOS EFICIENTES, S.A. a la empresa ARIMA PANAMA SOLUTIONS, S.A.",1.00,175.00,,1,0.00,NULL
3648,336,estimate,"Gastos Notariales",,1.00,6.00,,2,0.00,NULL
3649,336,estimate,"Gastos Administrativos",,1.00,12.00,,3,0.00,NULL
3653,495,invoice,"Pagos a Terceros - Registro Público","Certificados de Registro Público de las Fincas Listado No. 1",7.00,30.00,,7,0.00,NULL
3654,337,estimate,Honorarios,"Honorarios por solicitud de Residencia Permanente de extranjero dentro del 15% (Principal)",1.00,375.00,,1,0.00,NULL
3655,337,estimate,Honorarios,"Honorarios por solicitud de Residencia Permanente de extranjero dentro del 15% (Dependientes)",1.00,425.00,,2,0.00,NULL
3656,337,estimate,Honorarios,"Honorarios de Solicitud de Carné de Residente Permanente ante el Tribunal Electoral de los señores Ricardo Lopez y esposa",1.00,150.00,,3,0.00,NULL
3657,337,estimate,Gastos,"Gastos por obtención de Carné de Residente Permanente ante el Tribunal Electoral",2.00,65.00,,4,0.00,NULL
3661,504,invoice,"Honorarios Legales - Departamento de Recuperación de Activos","Elaboración de Dación en Pago de ARCHIVOS EFICIENTES, S.A. a la empresa ARIMA PANAMA SOLUTIONS, S.A.",1.00,175.00,,1,0.00,NULL
3662,504,invoice,"Gastos Notariales",,1.00,6.00,,2,0.00,NULL
3663,504,invoice,"Gastos Administrativos",,1.00,12.00,,3,0.00,NULL
3664,505,invoice,"Honorarios Profesionales -Depto. Corporativo","Honorarios Profesionales en concepto de Agente Residente de la Sociedad PACIFIC SPACES, S.A.<br />  periodo 2021",1.00,250.00,,1,0.00,NULL
3665,505,invoice,"Pagos a Terceros -Dirección General de Ingresos de Panamá","Pago en concepto de Impuesto de Tasa única de la Sociedad PACIFIC SPACES, S.A. Período Fiscal 2021",1.00,300.00,,2,0.00,NULL
3666,505,invoice,"Pagos a Terceros -Depto. de Cumplimiento","Debida Diligencia correspondiente al período 2021.",1.00,50.00,,3,0.00,NULL
3676,506,invoice,"Honorarios Legales - Departamento
Corporativo","Honorarios Legales en concepto de<br />  Incorporación de Sociedad Anónima Panameña",1.00,675.00,,1,0.00,NULL
3677,506,invoice,"Honorarios Legales - Departamento Comercial","Aviso de Operación de Sociedad",1.00,100.00,,2,0.00,NULL
3678,506,invoice,"Honorarios Legales - Departamento Comercial","Inscripción ante la Dirección General de Ingresos",1.00,75.00,,3,0.00,NULL
3679,506,invoice,"Honorarios Legales - Departamento Comercial","Inscripción en el Municipio de Panamá",1.00,200.00,,4,0.00,NULL
3680,506,invoice,"Pagos a Terceros","Gastos en concepto de primera tasa única ante<br />  el Registro Público de Panamá",1.00,300.00,,5,0.00,NULL
3681,506,invoice,Gastos,"Derecho de Inscripción ante el Registro Público",1.00,60.00,,6,0.00,NULL
3682,506,invoice,Gastos,"Franqueo de escritura pública ante notario",1.00,56.00,,7,0.00,NULL
3683,506,invoice,Gastos,"Cierre de escritura pública ante notario",1.00,52.00,,8,0.00,NULL
3684,506,invoice,Gastos,"Aviso de Operación",1.00,55.00,,9,0.00,NULL
3685,506,invoice,Gastos,"Certificado de Registro Público",1.00,30.00,,10,0.00,NULL
3686,506,invoice,"Gastos Administrativos",,1.00,73.50,,11,0.00,NULL
3687,507,invoice,"Honorarios Legales","Abono del 50% de honorarios por Registro de Alimentos para importación ante AUPSA,  50 registros (Provenientes de otros países).",25.00,100.00,,1,0.00,NULL
3688,507,invoice,"Honorarios Legales","Abono de honorarios del 50% por Registro de Alimentos ante AUPSA para 50 registros (provenientes de USA).",25.00,85.00,,2,0.00,NULL
3689,338,estimate,"Pagos a Terceros","Gastos de Primera Tasa Única y derechos de registro e inscripción ante el Registro Público de Panamá",1.00,360.00,,1,0.00,NULL
3690,338,estimate,"Gastos Notariales","Gastos por cierre de escritura pública ante el Notario",1.00,40.00,,2,0.00,NULL
3691,338,estimate,"Gastos Administrativos",,1.00,12.00,,4,0.00,NULL
3692,338,estimate,"Cargos por pagos realizar a través de Cuanto",,1.00,16.73,,5,0.00,NULL
3693,508,invoice,Honorarios,"Honorarios por solicitud de Residencia Permanente de extranjero dentro del 15% (Principal)",1.00,375.00,,1,0.00,NULL
3694,508,invoice,Honorarios,"Honorarios por solicitud de Residencia Permanente de extranjero dentro del 15% (Dependientes)",1.00,425.00,,2,0.00,NULL
3695,508,invoice,Honorarios,"Honorarios de Solicitud de Carné de Residente Permanente ante el Tribunal Electoral de los señores Ricardo Lopez y esposa",1.00,150.00,,3,0.00,NULL
3696,508,invoice,Gastos,"Gastos por obtención de Carné de Residente Permanente ante el Tribunal Electoral",2.00,65.00,,4,0.00,NULL
3708,509,invoice,"Honorarios- Departamento de Licitaciones Públicas","50% honorarios iniciales para: <br />  -Análisis jurídico del pliego de cargos y revisión de oferta previamente elaborada por el cliente.<br />  - Confección de Acuerdo de Consorcio.<br />  -Acompañamiento presencial de un abogado especialista a reunión de homologación y al acto de presentación de propuesta.",1.00,2500.00,,1,0.00,NULL
3709,509,invoice,Gastos,"Cargos bancarios por pago con tarjeta de crédito",1.00,97.84,,2,0.00,NULL
3710,510,invoice,"Gastos Administrativos - Departamento de Recuperación de Activos","Adelanto a gastos administrativos dentro del proceso de cobro extrajudicial COCHEZ Y CIA, S.A. vs. 2R CONTRATISTA, S.A.",1.00,150.00,,1,0.00,NULL
3711,511,invoice,"Gastos Administrativos - Departamento de Recuperación de Activos","Adelanto a gastos administrativos dentro del proceso de cobro extrajudicial COCHEZ Y CIA, S.A. vs. ANJOR CONSTRUCTIONS S.A.",1.00,150.00,,1,0.00,NULL
3712,512,invoice,"Gastos Administrativos - Departamento de Recuperación de Activos","Adelanto a gastos administrativos dentro del proceso de cobro extrajudicial COCHEZ Y CIA, S.A. vs. ARKEO SYSTEM LATAM, S.A.",1.00,150.00,,1,0.00,NULL
3713,513,invoice,"Gastos Administrativos - Departamento de Recuperación de Activos","Adelanto a gastos administrativos dentro del<br />  proceso de cobro extrajudicial COCHEZ Y CIA, S.A. vs. CONSTRUCCIONES NAYIB S.A.",1.00,150.00,,1,0.00,NULL
3714,514,invoice,"Gastos Administrativos - Departamento de Recuperación de Activos","Adelanto a gastos administrativos dentro del<br />  proceso de cobro extrajudicial COCHEZ Y CIA, S.A. vs. CONSTRUCTORA METRIX, S.A.",1.00,150.00,,1,0.00,NULL
