id,expense_category_id,currency_id,amount,tax_id,tax2_id,reference_no,note,name,partner_id,project_id,billable,invoice_id,payment_method_id,date,recurring_type,repeat_id,recurring,cycles,total_cycles,custom_recurring,last_recurring_date,create_invoice_billable,send_invoice_to_customer,recurring_from,date_added,added_from
1870,7,1,5.02,,,,,Estacionamiento ,189,774,1,1263,9,2021-12-09,,,0,0,0,0,,0,0,0,2021-12-10 09:02:23,14
1871,10,1,31.1,,,,"Retiro de resoluciones . <br />
<br />
Gasolina 20.00 <br />
<br />
Peaje y corredor 11.10",Viatico a colon ,157,768,1,1900,9,2021-12-13,,,0,0,0,0,,0,0,0,2021-12-13 11:26:59,12
1872,1,1,3.0,,,,Autenticación del Poder del Status,Notaria,314,990,1,1745,1,2021-12-13,,,0,0,0,0,,0,0,0,2021-12-14 10:37:45,7
1873,9,1,10.0,,,,Solicitud de Status Migratorio,Migracion,314,990,1,1745,9,2021-12-14,,,0,0,0,0,,0,0,0,2021-12-14 10:38:16,7
1874,7,1,0.64,,,,Pago de estacionamiento,Estacionamiento,314,990,1,1745,9,2021-12-14,,,0,0,0,0,,0,0,0,2021-12-14 10:38:46,7
1875,7,1,1.35,1,,,para rp,copias de expediente,298,818,1,2490,9,2021-12-14,,,0,0,0,0,,0,0,0,2021-12-14 10:50:13,14
1876,4,1,13.0,,,,Retiro de documento en San Francisco ,Mensajeria,322,1138,1,1940,,2021-12-14,,,0,0,0,0,,0,0,0,2021-12-14 16:12:06,9
1877,4,1,13.0,,,,Retiro de documento en San Francisco ,Mensajeria,322,1138,1,1940,,2021-12-14,,,0,0,0,0,,0,0,0,2021-12-14 16:12:07,9
1878,1,1,6.0,,,,,Notaria,322,1138,1,,,2021-12-14,,,0,0,0,0,,0,0,0,2021-12-14 16:13:38,9
1880,1,1,6.0,,,,2 Autenticaciones de Poder,Autenticación de Poder,298,928,1,1268,1,2021-12-14,,,0,0,0,0,,0,0,0,2021-12-15 09:53:39,7
1882,7,1,3.48,,,,Estacionamiento por retiro de plano aprobado,Estacionamiento Anati,325,1104,1,3656,,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 14:42:44,9
1883,7,1,5.0,,,,,Digitalización de Planos,325,1104,1,3656,,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 15:19:04,9
1884,7,1,7.1,,,,,Copia de Planos,325,1104,1,3656,,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 15:27:28,9
1885,7,1,3.5,,,,,Tasa por envió de documentos Chitré-  ,279,1102,1,1970,9,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 15:31:47,12
1886,3,1,5.0,,,,,Mensajería - entrega de resoluciones,157,768,1,1512,1,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 16:58:30,12
1887,3,1,5.0,,,,,Mensajería -  ferguson ,279,1102,1,4115,1,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 17:04:26,12
1888,7,1,2.14,,,,,CD para plano,325,1104,1,3656,,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 17:47:41,9
1889,7,1,3.17,,,,Estacionamiento para ingresar plano a Ventanilla Única del MIVIOT. ,Estacionamiento en Plaza Edison,325,1104,1,3656,,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-15 17:50:25,9
1890,7,1,10.0,,,15428005,,Certificación de ATTT,298,1136,1,2057,9,2021-12-16,,,0,0,0,0,,0,0,0,2021-12-16 10:56:17,14
1891,7,1,5.0,,,,,Pago por Certificación  de defraudación Aduanera,54,117,1,1925,9,2021-12-16,,,0,0,0,0,,0,0,0,2021-12-16 15:59:57,12
1892,4,1,30.0,,,,Sociedad Agroganadera Latinoamericana,Solicitud de Certificado de la sociedad,109,1143,1,,2,2021-12-15,,,0,0,0,0,,0,0,0,2021-12-17 15:34:32,7
1893,7,1,10.0,,,,Timbre de $10 al Certificado de Agrilat.,Timbres Fiscales,109,1143,1,1918,9,2021-12-17,,,0,0,0,0,,0,0,0,2021-12-17 15:35:26,7
1894,7,1,2.0,,,,,Apostilla,109,1143,1,1918,9,2021-12-17,,,0,0,0,0,,0,0,0,2021-12-17 15:35:49,7
1895,7,1,1.56,,,,,Estacionamiento,109,1143,1,1918,9,2021-12-17,,,0,0,0,0,,0,0,0,2021-12-17 15:37:42,7
1896,7,1,1.93,,,,,Estacionamiento de Anati ingreso de plano de corregimiento de puerto pilon / colon ,6,865,1,3261,,2021-12-17,,,0,0,0,0,,0,0,0,2021-12-17 17:34:30,12
1897,7,1,5.5,,,,,Plano de corregimiento de contraloría ,6,865,1,3261,9,2021-12-17,,,0,0,0,0,,0,0,0,2021-12-17 17:38:34,12
1898,7,1,5.0,,,,,pago de tas apara actualización de propietario a Inmobiliaria Henlo ,121,803,1,1588,2,2021-12-17,,,0,0,0,0,,0,0,0,2021-12-17 17:48:00,12
1899,3,1,13.0,,,,mensajeria por retirar poder de mifinanciera y luego llevar a notaria,Mensajeria,298,885,1,1988,,2021-11-01,,,0,0,0,0,,0,0,0,2021-12-21 08:39:04,7
1900,3,1,13.0,,,,mensajeria por retirar poder de Ricoh y notariar el mismo,mensajeria,348,999,1,1978,1,2021-11-08,,,0,0,0,0,,0,0,0,2021-12-21 08:42:13,7
1903,3,1,8.0,,,,notariar solicitud ,mensajeria,298,723,1,1977,1,2021-11-08,,,0,0,0,0,,0,0,0,2021-12-21 09:18:31,7
1904,3,1,8.0,,,,notariar solicitud ,mensajeria,298,723,1,1977,1,2021-11-08,,,0,0,0,0,,0,0,0,2021-12-21 09:18:36,7
1905,2,1,3.0,,,,,Notaria de poder,387,1145,1,,2,2021-12-21,,,0,0,0,0,,0,0,0,2021-12-21 09:42:16,12
1906,4,1,30.0,,,,,Certificado de Registro Publico ,387,1145,1,,2,2021-12-21,,,0,0,0,0,,0,0,0,2021-12-21 09:43:06,12
1907,3,1,17.0,,,,,Mensajeria,164,1142,1,1939,,2021-12-21,,,0,0,0,0,,0,0,0,2021-12-21 14:51:52,9
1908,1,1,9.0,,,,,Costo de Autenticación de documentos en Notaria,164,1142,1,1939,,2021-12-21,,,0,0,0,0,,0,0,0,2021-12-21 14:56:36,9
1909,2,1,3.0,,,,,Notaria poder,376,1130,1,2022,2,2021-12-21,,,0,0,0,0,,0,0,0,2021-12-21 16:45:16,12
1910,7,1,0.16,,,,,Estacionamiento ,376,1130,1,2022,9,2021-12-21,,,0,0,0,0,,0,0,0,2021-12-21 16:45:58,12
1911,7,1,3.0,,,,,envio documentos a chiriqui,93,366,1,1059,9,2021-12-21,,,0,0,0,0,,0,0,0,2021-12-21 16:48:31,14
1912,7,1,3.0,,,,,envio documentos a chiriqui,93,366,1,2165,9,2022-01-24,,,0,0,0,0,,0,0,0,2021-12-21 16:48:32,14
1913,3,1,13.0,,,,"Retiro de Acta <br />
Cierre de EP",Mensajeria,132,975,1,2904,1,2021-11-08,,,0,0,0,0,,0,0,0,2021-12-22 08:45:07,7
1914,3,1,13.0,,,,Retiro de poder y autenticación ante notario,Mensajeria,348,999,1,1978,1,2021-11-08,,,0,0,0,0,,0,0,0,2021-12-22 08:46:09,7
1915,3,1,13.0,,,,"Retiro de poder en Banco Delta <br />
Autenticación",Mensajeria,6,588,1,859,1,2021-11-11,,,0,0,0,0,,0,0,0,2021-12-22 08:49:26,7
1916,3,1,13.0,,,,Retirar documentos y llevar a notaria,mensajeria,59,876,1,2705,1,2021-11-11,,,0,0,0,0,,0,0,0,2021-12-22 09:21:29,7
1917,3,1,20.0,,,,Retiro de poder de Cochez,Mensajeria,93,611,1,1980,1,2021-11-11,,,0,0,0,0,,0,0,0,2021-12-22 09:22:45,7
1919,1,1,8.0,,,,Mensajeria para autenticar documentos ,Mensajeria,93,611,1,1980,1,2021-11-11,,,0,0,0,0,,0,0,0,2021-12-22 09:24:30,7
1920,2,1,8.0,,,,,Cierre de escritura,344,1148,0,,1,2021-10-18,,,0,0,0,0,,0,0,0,2021-12-27 12:01:27,7
1921,11,1,24.0,,,,,Timbres,344,1148,0,,1,2021-10-19,,,0,0,0,0,,0,0,0,2021-12-27 12:02:20,7
1922,1,1,10.0,,,,correccion y busqueda de escritura,correccion de cierre,344,1148,0,,1,2021-10-22,,,0,0,0,0,,0,0,0,2021-12-27 12:03:49,7
1923,11,1,8.0,,,,,Timbres,344,1148,0,,1,2021-10-22,,,0,0,0,0,,0,0,0,2021-12-27 12:06:22,7
1924,4,1,65.0,,,,pago de inscripcion y registro,Pago de Registro ,344,1148,0,,2,2021-10-20,,,0,0,0,0,,0,0,0,2021-12-27 12:08:36,7
1925,4,1,25.0,,,,Calificación por reingreso,Regingreso ,344,1148,1,2294,2,2021-12-06,,,0,0,0,0,,0,0,0,2021-12-27 12:10:29,7
1926,3,1,5.0,,,,envió de resolución original ,Mensajería  al cliente,54,117,1,1925,2,2021-12-27,,,0,0,0,0,,0,0,0,2021-12-27 12:54:28,12
1927,3,1,8.0,,,,envio de poder a notaria,Mensajeria,279,1009,0,,1,2021-11-11,,,0,0,0,0,,0,0,0,2021-12-27 21:49:19,7
1928,3,1,4.0,,,,Retiro de Planos,Mensajeria,325,805,0,,1,2021-11-12,,,0,0,0,0,,0,0,0,2021-12-27 21:52:34,7
1929,3,1,25.0,,,,Entrega de oficios en DGI y Registro Publico,Mensajeria,298,716,1,1981,1,2021-11-12,,,0,0,0,0,,0,0,0,2021-12-27 21:57:07,7
1930,3,1,20.0,,,,nuevo estudio ante el RP,mensajeria,6,865,1,2487,1,2021-11-15,,,0,0,0,0,,0,0,0,2021-12-27 21:59:48,7
1931,3,1,25.0,,,,entrega de oficios DGI y RP,mensajeria ,298,880,1,1984,1,2021-11-15,,,0,0,0,0,,0,0,0,2021-12-27 22:02:47,7
1932,3,1,25.0,,,,entrega de oficio RP y DGI,mensajeria,298,722,1,1985,1,2021-11-16,,,0,0,0,0,,0,0,0,2021-12-27 22:05:07,7
1933,3,1,16.0,,,,colocar sello ante mi. Se fue 2 veces a la notaria,mensajeria,93,375,1,3018,1,2021-11-16,,,0,0,0,0,,0,0,0,2021-12-28 00:01:50,7
1934,3,1,7.0,,,,entrega de oficio en el MUPA,mensajeria,176,378,1,1986,1,2021-11-17,,,0,0,0,0,,0,0,0,2021-12-28 00:03:28,7
1935,3,1,5.0,,,,envio de documentos por encomienda,mensajeria,93,375,1,2950,1,2021-11-18,,,0,0,0,0,,0,0,0,2021-12-28 00:05:57,7
1936,3,1,5.0,,,,envio de documentos por encomienda,mensajeria,93,375,1,3018,1,2021-11-18,,,0,0,0,0,,0,0,0,2021-12-28 00:06:07,7
1937,3,1,8.0,,,,Mensajeria para llevar el cierre a Notaria,Mensajeria,132,1103,1,2042,1,2021-11-19,,,0,0,0,0,,0,0,0,2021-12-28 00:08:02,7
1938,3,1,5.0,,,,Llevar minuta al Banco General ,Mensajeria,132,1103,1,2904,1,2021-11-19,,,0,0,0,0,,0,0,0,2021-12-28 00:08:42,7
1939,3,1,5.0,,,,mensajeria para entregar acuerdo firmado y protocolo,mensajeria ,25,424,1,1987,1,2021-11-19,,,0,0,0,0,,0,0,0,2021-12-28 00:10:12,7
1940,3,1,8.0,,,,autenticacion de poder,mensajeria,279,1102,1,4115,1,2021-11-22,,,0,0,0,0,,0,0,0,2021-12-28 00:11:32,7
1942,3,1,13.0,,,,retiro del poder y notaria,mensajeria,298,883,1,2488,1,2021-11-23,,,0,0,0,0,,0,0,0,2021-12-28 00:22:50,7
1947,3,1,8.0,,,,correccion de pagina de escritura,mensajeria,344,1148,1,2294,1,2021-11-26,,,0,0,0,0,,0,0,0,2021-12-28 00:35:06,7
1948,3,1,8.0,,,,correccion de pagina de escritura,mensajeria,344,1148,1,2294,1,2021-11-26,,,0,0,0,0,,0,0,0,2021-12-28 00:35:36,7
1949,3,1,25.0,,,,entrega de oficio de DGI y RP,mensajeria,298,885,1,1988,1,2021-11-26,,,0,0,0,0,,0,0,0,2021-12-28 08:55:06,7
1950,3,1,25.0,,,,entrega de oficio de DGI y RP,mensajeria,298,885,1,1988,1,2021-11-26,,,0,0,0,0,,0,0,0,2021-12-28 08:55:09,7
1951,7,1,140.5,,,,,Derechos para el registro de la marca,14,1152,1,1942,1,2021-12-27,,,0,0,0,0,,0,0,0,2021-12-28 08:59:32,7
1952,7,1,2.76,,,,estacionamiento por la correccion de la pagina de escritura,Estacionamiento,376,1137,1,1908,9,2021-12-27,,,0,0,0,0,,0,0,0,2021-12-28 09:03:10,7
1953,3,1,13.0,,,,retiro de poder y notaria,mensajeria ,83,516,1,,1,2021-11-26,,,0,0,0,0,,0,0,0,2021-12-28 09:13:33,7
1954,3,1,5.0,,,,envio de encomiendas transportes ferguson,mensajeria,93,829,1,1989,1,2021-11-30,,,0,0,0,0,,0,0,0,2021-12-28 09:17:25,7
1955,3,1,5.0,,,,envio de encomiendas transportes ferguson,mensajeria,93,829,1,3015,1,2021-11-30,,,0,0,0,0,,0,0,0,2021-12-28 09:17:27,7
1956,3,1,5.0,,,,envio de encomiendas transportes ferguson,mensajeria,93,829,1,3326,1,2021-11-30,,,0,0,0,0,,0,0,0,2021-12-28 09:17:28,7
1957,4,1,30.0,,,,,Solicitud de Certificado de la sociedad PWM,106,1153,1,2072,2,2021-12-29,,,0,0,0,0,,0,0,0,2021-12-29 16:16:43,7
1959,3,1,8.0,,,,Mensajeria por autenticación del poder otorgado por Ricardo Lopez,mensajeria,106,1153,1,2072,1,2021-12-29,,,0,0,0,0,,0,0,0,2021-12-29 16:17:32,7
1960,1,1,3.0,,,,autenticación del poder,Notaria,106,1153,1,2072,1,2021-12-29,,,0,0,0,0,,0,0,0,2021-12-29 16:20:33,7
1961,4,1,390.0,,,,,Registro y calificación de escritura Publica ,194,1154,1,2110,2,2021-12-29,,,0,0,0,0,,0,0,0,2021-12-29 18:08:55,12
1962,1,1,104.0,,,,,Notaria - Cierre de escritura ,194,1154,1,2110,1,2021-12-29,,,0,0,0,0,,0,0,0,2021-12-29 18:09:49,12
1963,11,1,8.0,,,,,Timbres de Motta,11,1003,1,,9,2021-12-30,,,0,0,0,0,,0,0,0,2021-12-30 09:40:33,12
1964,3,1,7.0,,,,,mensajería ,11,1003,1,2537,1,2021-12-30,,,0,0,0,0,,0,0,0,2021-12-30 10:05:49,12
1965,2,1,3.0,,,,,Notaria -Poder ,144,710,1,2257,2,2021-12-31,,,0,0,0,0,,0,0,0,2022-01-03 11:42:53,12
1966,7,1,7.63,,,,,Uber para retiro de plano de Contraloría y ingreso a Anati  ,6,865,1,3261,1,2022-01-03,,,0,0,0,0,,0,0,0,2022-01-03 12:15:28,12
1967,7,1,4.5,,,,,Plano de corregimiento de contraloría  - cativa ,6,865,1,3261,2,2022-01-03,,,0,0,0,0,,0,0,0,2022-01-03 12:18:19,12
1968,7,1,8.17,,,,,uber ingreso de CD,325,1104,1,3656,2,2022-01-03,,,0,0,0,0,,0,0,0,2022-01-03 12:32:28,12
1969,7,1,1.35,1,,,,Copia de autos,298,1136,1,2297,2,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 12:09:16,14
1970,7,1,30.65,1,,,,Publicación de edicto emplazatorio  ,298,723,1,2111,2,2021-12-13,,,0,0,0,0,,0,0,0,2022-01-04 12:11:27,14
1971,7,1,30.65,1,,,,Publicación de edicto emplazatorio  ,177,349,1,2264,2,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 12:20:08,14
1972,7,1,32.8,,,,,Publicación de edicto emplazatorio  ,93,366,1,1059,2,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 12:25:41,14
1973,7,1,20.45,1,,,,Publicación de edicto emplazatorio  ,298,818,1,2490,2,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 12:28:29,14
1974,1,1,18.0,,,,"Mensajeria para buscar la firma del poder para la comparencia ante citación 10<br />
Notaria del poder 8",Mensajeria,395,1160,1,2005,1,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 13:38:57,7
1975,1,1,3.0,,,,,Autenticación de poder ,395,1160,1,2005,1,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 13:39:41,7
1977,7,1,8.37,,,,"Uber<br />
Oficina - SNM 3.74<br />
SNM- Oficina 4.63",Uber,395,1160,1,2005,2,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 13:40:41,7
1978,7,1,30.0,,,,,Solicitud de CRP,344,1161,1,2294,2,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 13:58:15,7
1979,3,1,8.0,,,,,Mensajería - Notaria ,85,1164,1,2081,1,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 17:39:24,12
1980,7,1,3.0,,,,,Notaria ,85,1164,1,2757,1,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 17:40:09,12
1981,2,1,3.0,,,,poder,Notaria ,85,1163,1,2079,1,2022-01-04,,,0,0,0,0,,0,0,0,2022-01-04 17:42:01,12
1982,7,1,1.75,,,,Presentación de CD de estatutos reformados ,Estacionamiento en plaza Édison,245,752,1,2156,9,2022-01-05,,,0,0,0,0,,0,0,0,2022-01-05 15:35:51,12
1983,7,1,2.0,,,,,Gasto de Pago por Guardar CD de los estatutos ,245,752,1,2156,9,2022-01-05,,,0,0,0,0,,0,0,0,2022-01-05 15:40:18,12
1984,7,1,4.8,,,,Ya que son 2 demandados en Chorrera y 2 demandados en Chitré,"Copias para CCJ, adjuntar junto a oficios y el despacho",298,1156,1,2864,9,2022-05-24,,,0,0,0,0,,0,0,0,2022-01-05 16:28:35,14
1985,3,1,8.0,,,,,Mensajeria ,369,1114,0,,1,2021-12-02,,,0,0,0,0,,0,0,0,2022-01-06 09:04:36,7
1986,3,1,8.0,,,,,Mensajeria ,177,349,1,2264,1,2021-12-06,,,0,0,0,0,,0,0,0,2022-01-06 09:09:39,7
1987,3,1,8.0,,,,,Mensajeria ,93,383,1,1131,1,2021-12-03,,,0,0,0,0,,0,0,0,2022-01-06 09:12:57,7
1988,3,1,5.0,,,,,Mensajeria ,93,383,1,2556,1,2021-12-06,,,0,0,0,0,,0,0,0,2022-01-06 09:14:28,7
1989,3,1,5.0,,,,,Mensajeria ,132,975,1,,1,2021-12-01,,,0,0,0,0,,0,0,0,2022-01-06 09:16:03,7
1990,3,1,5.0,,,,,Mensajeria ,244,872,1,1622,1,2021-12-03,,,0,0,0,0,,0,0,0,2022-01-06 09:21:35,7
1991,3,1,5.0,,,,,Mensajeria ,53,1112,0,,1,2021-12-02,,,0,0,0,0,,0,0,0,2022-01-06 09:23:05,7
1992,3,1,5.0,,,,,Mensajeria ,348,999,1,2380,1,2021-12-02,,,0,0,0,0,,0,0,0,2022-01-06 09:25:48,7
1993,3,1,5.0,,,,,Mensajeria ,319,802,1,1437,1,2021-12-03,,,0,0,0,0,,0,0,0,2022-01-06 09:26:54,7
1994,3,1,439.0,,,,,Mensajeria ,93,351,1,2762,1,2021-12-06,,,0,0,0,0,,0,0,0,2022-01-06 09:28:34,7
1995,3,1,4.0,,,,,Mensajeria ,132,975,1,,1,2021-12-06,,,0,0,0,0,,0,0,0,2022-01-06 09:31:31,7
1996,3,1,8.0,,,,,Mensajeria ,132,975,1,2448,1,2021-12-07,,,0,0,0,0,,0,0,0,2022-01-06 09:32:05,7
1997,3,1,8.0,,,,,Mensajeria ,376,1137,1,1908,1,2021-12-09,,,0,0,0,0,,0,0,0,2022-01-06 09:43:46,7
1998,3,1,8.0,,,,,Mensajeria ,93,370,1,2162,1,2021-12-09,,,0,0,0,0,,0,0,0,2022-01-06 09:45:33,7
1999,3,1,5.0,,,,,Mensajeria ,319,802,1,1437,1,2021-12-09,,,0,0,0,0,,0,0,0,2022-01-06 09:46:31,7
2000,3,1,12.0,,,,,Mensajeria ,162,557,1,476,1,2021-12-09,,,0,0,0,0,,0,0,0,2022-01-06 09:51:35,7
2001,3,1,13.0,,,,,Mensajeria ,298,1136,1,2297,1,2021-12-17,,,0,0,0,0,,0,0,0,2022-01-06 10:00:43,7
2002,3,1,5.0,,,,,Mensajeria ,93,366,1,2949,1,2021-12-21,,,0,0,0,0,,0,0,0,2022-01-06 10:01:39,7
2003,3,1,8.0,,,,,Mensajeria ,319,802,1,1437,1,2022-01-06,,,0,0,0,0,,0,0,0,2022-01-07 10:35:05,7
2004,3,1,4.0,,,,,Mensajeria ,132,305,1,2448,1,2021-12-07,,,0,0,0,0,,0,0,0,2022-01-07 10:36:40,7
2005,3,1,5.0,,,,,Mensajeria ,25,424,1,2248,1,2021-12-07,,,0,0,0,0,,0,0,0,2022-01-07 10:37:49,7
2006,3,1,12.0,,,,,Mensajeria ,6,865,1,3261,1,2021-12-07,,,0,0,0,0,,0,0,0,2022-01-07 10:38:47,7
2007,3,1,12.0,,,,,Mensajeria ,106,1174,0,,1,2021-12-09,,,0,0,0,0,,0,0,0,2022-01-07 10:42:44,7
2008,3,1,5.0,,,5,,Mensajeria ,15,1131,1,,1,2021-12-10,,,0,0,0,0,,0,0,0,2022-01-07 10:48:19,7
2009,3,1,4.0,,,,,Mensajeria ,25,424,1,2248,1,2021-12-13,,,0,0,0,0,,0,0,0,2022-01-07 10:50:32,7
2010,3,1,13.0,,,,,Mensajeria ,298,748,1,2824,1,2021-12-13,,,0,0,0,0,,0,0,0,2022-01-07 10:51:54,7
2011,3,1,8.0,,,,,Mensajeria ,322,1138,1,,1,2021-12-13,,,0,0,0,0,,0,0,0,2022-01-07 10:53:18,7
2012,3,1,4.0,,,,,Mensajeria ,322,1138,1,,1,2021-12-14,,,0,0,0,0,,0,0,0,2022-01-07 10:53:58,7
2013,3,1,8.0,,,,,Mensajeria ,322,1138,1,,1,2021-12-15,,,0,0,0,0,,0,0,0,2022-01-07 10:54:43,7
2014,3,1,5.0,,,,,Mensajeria ,72,1106,1,1163,1,2021-12-15,,,0,0,0,0,,0,0,0,2022-01-07 10:56:50,7
2015,3,1,15.0,,,,,Mensajeria ,72,1106,1,1574,1,2021-12-15,,,0,0,0,0,,0,0,0,2022-01-07 10:58:14,7
2016,3,1,5.0,,,,,Mensajeria ,72,1106,1,1574,1,2021-12-15,,,0,0,0,0,,0,0,0,2022-01-07 11:00:01,7
2017,3,1,8.0,,,,,Mensajeria ,164,1147,1,2719,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:02:04,7
2018,3,1,7.0,,,,,Mensajeria ,245,1126,1,3725,1,2022-01-23,,,0,0,0,0,,0,0,0,2022-01-07 11:03:36,7
2019,1,1,8.0,,,,,Mensajeria ,93,828,1,2769,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:04:41,7
2020,3,1,8.0,,,,,Mensajeria ,93,1144,1,2775,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:05:37,7
2021,3,1,6.0,,,,,Mensajeria ,325,1104,1,3656,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:06:28,7
2022,3,1,5.0,,,,,Mensajeria ,189,561,1,721,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:07:09,7
2023,3,1,4.0,,,,,Mensajeria ,181,565,1,,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:08:06,7
2024,3,1,10.0,,,,,Mensajeria ,202,542,1,2004,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:09:27,7
2025,3,1,7.0,,,,,Mensajeria ,146,642,1,707,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:11:18,7
2026,3,1,4.0,,,,,Mensajeria ,162,556,1,476,1,2021-12-22,,,0,0,0,0,,0,0,0,2022-01-07 11:12:01,7
2027,3,1,5.0,,,,,Mensajeria ,14,1152,1,1942,1,2021-12-23,,,0,0,0,0,,0,0,0,2022-01-07 11:15:11,7
2028,3,1,5.0,,,,,Mensajeria ,93,366,1,2949,1,2021-12-27,,,0,0,0,0,,0,0,0,2022-01-07 11:19:01,7
2029,3,1,7.0,,,,,Mensajeria ,54,117,1,1925,1,2021-12-27,,,0,0,0,0,,0,0,0,2022-01-07 11:20:25,7
2030,3,1,5.0,,,,,Mensajeria ,11,1003,1,2537,1,2021-12-30,,,0,0,0,0,,0,0,0,2022-01-07 11:21:06,7
2031,3,1,8.0,,,,,Mensajeria ,164,1142,1,2719,1,2021-12-17,,,0,0,0,0,,0,0,0,2022-01-07 11:34:28,7
2032,3,1,8.0,,,,,Mensajeria ,85,1164,1,2081,1,2022-01-03,,,0,0,0,0,,0,0,0,2022-01-07 11:39:22,7
2033,3,1,10.0,,,,,Mensajeria ,398,1168,1,2066,1,2022-01-06,,,0,0,0,0,,0,0,0,2022-01-07 11:41:32,7
2034,3,1,8.0,,,,,Mensajeria ,374,1173,1,1994,1,2022-01-06,,,0,0,0,0,,0,0,0,2022-01-07 11:42:25,7
2035,3,1,8.0,,,,,Mensajeria ,398,1168,1,2066,1,2022-01-07,,,0,0,0,0,,0,0,0,2022-01-07 11:43:45,7
2036,7,1,3.0,,,,,Tasa de envio de documentos a Chiriquí ,85,1164,1,2757,2,2022-01-07,,,0,0,0,0,,0,0,0,2022-01-07 11:55:48,12
2037,7,1,1.1,,,,,pago por estacionamiento de retiro de cheque ,196,1171,1,2210,9,2022-01-07,,,0,0,0,0,,0,0,0,2022-01-07 12:03:35,12
2038,11,1,80.0,,,,timbres para el cierre,Timbres,398,1168,1,2066,1,2022-01-07,,,0,0,0,0,,0,0,0,2022-01-07 17:27:47,7
2039,4,1,888.0,,,,"Gastos por <br />
Actas de autorizacion (2)<br />
Inscripcion <br />
Registro",Registro,398,1168,1,2066,2,2022-01-07,,,0,0,0,0,,0,0,0,2022-01-07 17:28:47,7
2040,2,1,17.0,,,,gastos por cierre de la escritura,cierre,398,1168,1,2066,,2022-01-07,,,0,0,0,0,,0,0,0,2022-01-07 17:30:12,7
2041,1,1,3.0,,,,poder,Notaria ,89,1177,1,2197,9,2022-01-13,,,0,0,0,0,,0,0,0,2022-01-13 14:45:35,12
2042,1,1,3.0,,,,poder,Notaria ,138,1172,1,2199,2,2022-01-13,,,0,0,0,0,,0,0,0,2022-01-13 16:21:12,12
2043,1,1,3.0,,,,,Autenticación de Poder en Notaria,237,804,1,3937,,2022-01-14,,,0,0,0,0,,0,0,0,2022-01-14 12:05:39,9
2044,4,1,80.0,,,,,CERTIFICADO DE FINCA 46103,237,804,1,3937,2,2022-01-13,,,0,0,0,0,,0,0,0,2022-01-14 12:07:45,7
2045,3,1,8.0,,,,Mensajeria por llevar el poder autenticar ante Notaria,Mensajeria,237,804,1,3937,1,2022-01-12,,,0,0,0,0,,0,0,0,2022-01-14 12:08:24,7
2046,1,1,3.0,,,,Autenticación de contrato,Notaria,302,766,1,2047,1,2022-01-12,,,0,0,0,0,,0,0,0,2022-01-14 14:59:52,7
2047,3,1,8.0,,,,Mensajeria por autenticación de contrato de cesion,Mensajeria,302,766,1,2047,1,2022-01-12,,,0,0,0,0,,0,0,0,2022-01-14 15:00:24,7
2048,3,1,8.0,,,,,Mensajeria ,302,766,1,2047,,2021-06-18,,,0,0,0,0,,0,0,0,2022-01-14 15:27:30,7
2049,1,1,3.0,,,,Autenticación de poder,Notaria,302,766,1,2047,1,2021-06-18,,,0,0,0,0,,0,0,0,2022-01-14 15:28:35,7
2050,11,1,16.0,,,,,Timbres ,398,1168,1,2066,,2022-01-14,,,0,0,0,0,,0,0,0,2022-01-14 17:32:40,10
2051,11,1,10.0,,,,,Mensajeria,398,1168,1,2066,,2022-01-14,,,0,0,0,0,,0,0,0,2022-01-14 17:32:57,10
2052,4,1,10.0,,,,,Reingreso en RP,398,1168,1,2066,,2022-01-14,,,0,0,0,0,,0,0,0,2022-01-14 17:33:24,10
2053,2,1,5.0,,,,,Busqueda en Notaria,398,1168,1,2066,,2022-01-14,,,0,0,0,0,,0,0,0,2022-01-14 17:34:28,10
