id,line_item_id,line_item_taxable_id,line_item_taxable_type,rate,name
2727,7268,1092,invoice,7.00,I.T.B.M.S
2728,7269,1092,invoice,7.00,I.T.B.M.S
2729,7271,1092,invoice,7.00,I.T.B.M.S
2730,7272,1092,invoice,7.00,I.T.B.M.S
2731,7273,1092,invoice,7.00,I.T.B.M.S
2732,7274,1092,invoice,7.00,I.T.B.M.S
2735,7277,1093,invoice,7.00,I.T.B.M.S
2736,7280,1093,invoice,7.00,I.T.B.M.S
2737,7288,502,estimate,7.00,I.T.B.M.S
2738,7297,1094,invoice,7.00,I.T.B.M.S
2739,7299,1095,invoice,7.00,I.T.B.M.S
2740,7301,1096,invoice,7.00,I.T.B.M.S
2741,7303,1097,invoice,7.00,I.T.B.M.S
2742,7305,503,estimate,7.00,I.T.B.M.S
2743,7306,1098,invoice,7.00,I.T.B.M.S
2744,7306,1098,invoice,-3.50,Agente Retenedor
2748,7321,504,estimate,7.00,I.T.B.M.S
2749,7323,1100,invoice,7.00,I.T.B.M.S
2750,7325,1101,invoice,7.00,I.T.B.M.S
2751,7328,1103,invoice,7.00,I.T.B.M.S
2753,7336,505,estimate,7.00,I.T.B.M.S
2756,7343,1104,invoice,7.00,I.T.B.M.S
2759,7351,1106,invoice,7.00,I.T.B.M.S
2760,7352,1107,invoice,7.00,I.T.B.M.S
2762,7355,1108,invoice,7.00,I.T.B.M.S
2763,7369,1109,invoice,7.00,I.T.B.M.S
2764,7371,1110,invoice,7.00,I.T.B.M.S
2768,7379,1111,invoice,7.00,I.T.B.M.S
2769,7384,1112,invoice,7.00,I.T.B.M.S
2770,7389,1113,invoice,7.00,I.T.B.M.S
2771,7394,1114,invoice,7.00,I.T.B.M.S
2772,7399,1115,invoice,7.00,I.T.B.M.S
2773,7404,1116,invoice,7.00,I.T.B.M.S
2774,7409,1117,invoice,7.00,I.T.B.M.S
2775,7414,1118,invoice,7.00,I.T.B.M.S
2776,7422,1122,invoice,7.00,I.T.B.M.S
2778,7432,1124,invoice,7.00,I.T.B.M.S
2779,7435,506,estimate,7.00,I.T.B.M.S
2780,7436,1125,invoice,7.00,I.T.B.M.S
2786,7456,1129,invoice,-3.50,Agente Retenedor
2788,7457,1130,invoice,-3.50,Agente Retenedor
2793,7465,507,estimate,7.00,I.T.B.M.S
2794,7466,507,estimate,7.00,I.T.B.M.S
2799,7259,1090,invoice,7.00,I.T.B.M.S
2800,7481,1131,invoice,7.00,I.T.B.M.S
2805,7490,508,estimate,7.00,I.T.B.M.S
2806,7491,508,estimate,7.00,I.T.B.M.S
2807,7495,508,estimate,7.00,I.T.B.M.S
2808,7496,508,estimate,7.00,I.T.B.M.S
2810,7498,509,estimate,7.00,I.T.B.M.S
2811,7499,509,estimate,7.00,I.T.B.M.S
2812,7500,509,estimate,7.00,I.T.B.M.S
2813,7503,509,estimate,7.00,I.T.B.M.S
2814,7507,509,estimate,7.00,I.T.B.M.S
2817,7510,1132,invoice,7.00,I.T.B.M.S
2819,7515,510,estimate,7.00,I.T.B.M.S
2820,7516,1133,invoice,7.00,I.T.B.M.S
2822,7518,1134,invoice,7.00,I.T.B.M.S
2823,7518,1134,invoice,-3.50,Agente Retenedor
2824,7519,1135,invoice,7.00,I.T.B.M.S
2825,7520,1135,invoice,7.00,I.T.B.M.S
2826,7521,1135,invoice,7.00,I.T.B.M.S
2827,7522,1136,invoice,7.00,I.T.B.M.S
2831,7527,1137,invoice,7.00,I.T.B.M.S
2832,7528,1137,invoice,7.00,I.T.B.M.S
2833,7532,1137,invoice,7.00,I.T.B.M.S
2834,7533,1137,invoice,7.00,I.T.B.M.S
2835,7534,1138,invoice,7.00,I.T.B.M.S
2836,7536,1139,invoice,7.00,I.T.B.M.S
2837,7538,1140,invoice,7.00,I.T.B.M.S
2838,7540,1141,invoice,7.00,I.T.B.M.S
2839,7540,1141,invoice,-3.50,Agente Retenedor
2840,7541,1142,invoice,7.00,I.T.B.M.S
2841,7541,1142,invoice,-3.50,Agente Retenedor
2857,7581,511,estimate,7.00,I.T.B.M.S
2858,7582,511,estimate,7.00,I.T.B.M.S
2859,7583,511,estimate,7.00,I.T.B.M.S
2860,7585,511,estimate,7.00,I.T.B.M.S
2861,7586,1143,invoice,7.00,I.T.B.M.S
2862,7587,1143,invoice,7.00,I.T.B.M.S
2864,7590,1144,invoice,7.00,I.T.B.M.S
2865,7590,1144,invoice,-3.50,Agente Retenedor
2866,7591,1145,invoice,7.00,I.T.B.M.S
2867,7592,1145,invoice,7.00,I.T.B.M.S
2868,7593,1145,invoice,7.00,I.T.B.M.S
2869,7594,1145,invoice,7.00,I.T.B.M.S
2870,7595,1145,invoice,7.00,I.T.B.M.S
2871,7596,512,estimate,7.00,I.T.B.M.S
2872,7599,1146,invoice,7.00,I.T.B.M.S
2874,7603,513,estimate,7.00,I.T.B.M.S
2875,7604,513,estimate,7.00,I.T.B.M.S
2876,7607,1147,invoice,7.00,I.T.B.M.S
2877,7608,1147,invoice,7.00,I.T.B.M.S
2878,7611,1148,invoice,7.00,I.T.B.M.S
2879,7612,514,estimate,7.00,I.T.B.M.S
2884,7629,1150,invoice,7.00,I.T.B.M.S
2885,7633,1151,invoice,7.00,I.T.B.M.S
2886,7633,1151,invoice,-3.50,Agente Retenedor
2887,7629,1150,invoice,-3.50,Agente Retenedor
2890,7643,1153,invoice,7.00,I.T.B.M.S
2891,7644,1154,invoice,7.00,I.T.B.M.S
2892,7645,1155,invoice,7.00,I.T.B.M.S
2893,7646,1156,invoice,7.00,I.T.B.M.S
2894,7646,1156,invoice,-3.50,Agente Retenedor
2895,7650,1157,invoice,7.00,I.T.B.M.S
2896,7652,1158,invoice,7.00,I.T.B.M.S
2897,7655,1159,invoice,-3.50,Agente Retenedor
2898,7655,1159,invoice,7.00,I.T.B.M.S
2899,7658,515,estimate,7.00,I.T.B.M.S
2900,7660,516,estimate,7.00,I.T.B.M.S
2901,7661,516,estimate,7.00,I.T.B.M.S
2902,7664,517,estimate,7.00,I.T.B.M.S
2904,7668,518,estimate,7.00,I.T.B.M.S
2905,7671,519,estimate,7.00,I.T.B.M.S
2906,7674,520,estimate,7.00,I.T.B.M.S
2907,7677,521,estimate,7.00,I.T.B.M.S
2908,7680,522,estimate,7.00,I.T.B.M.S
2909,7683,523,estimate,7.00,I.T.B.M.S
2910,7686,523,estimate,7.00,I.T.B.M.S
2911,7688,524,estimate,7.00,I.T.B.M.S
2912,7691,525,estimate,7.00,I.T.B.M.S
2914,7697,1160,invoice,-3.50,Agente Retenedor
2915,7697,1160,invoice,7.00,I.T.B.M.S
2916,7699,1161,invoice,-3.50,Agente Retenedor
2917,7699,1161,invoice,7.00,I.T.B.M.S
2918,7701,1162,invoice,7.00,I.T.B.M.S
2919,7702,1162,invoice,7.00,I.T.B.M.S
2920,7703,527,estimate,7.00,I.T.B.M.S
2921,7704,1163,invoice,7.00,I.T.B.M.S
2922,7705,1164,invoice,7.00,I.T.B.M.S
2923,7706,1165,invoice,7.00,I.T.B.M.S
2924,7707,1165,invoice,7.00,I.T.B.M.S
2925,7708,1166,invoice,7.00,I.T.B.M.S
2926,7709,1167,invoice,7.00,I.T.B.M.S
2927,7711,528,estimate,7.00,I.T.B.M.S
2928,7714,528,estimate,7.00,I.T.B.M.S
2929,7718,1168,invoice,7.00,I.T.B.M.S
2930,7719,1168,invoice,7.00,I.T.B.M.S
2931,7720,1169,invoice,7.00,I.T.B.M.S
2932,7721,1169,invoice,7.00,I.T.B.M.S
2933,7723,1170,invoice,7.00,I.T.B.M.S
2934,7724,1170,invoice,7.00,I.T.B.M.S
2935,7726,1171,invoice,7.00,I.T.B.M.S
2936,7727,1171,invoice,7.00,I.T.B.M.S
2938,7731,529,estimate,7.00,I.T.B.M.S
2939,7734,1172,invoice,7.00,I.T.B.M.S
2950,7755,531,estimate,7.00,I.T.B.M.S
2951,7756,531,estimate,7.00,I.T.B.M.S
2952,7757,531,estimate,7.00,I.T.B.M.S
2953,7758,531,estimate,7.00,I.T.B.M.S
2954,7759,531,estimate,7.00,I.T.B.M.S
2955,7760,531,estimate,7.00,I.T.B.M.S
2956,7761,531,estimate,7.00,I.T.B.M.S
2957,7762,531,estimate,7.00,I.T.B.M.S
2958,7775,1173,invoice,7.00,I.T.B.M.S
2959,7778,1174,invoice,7.00,I.T.B.M.S
2960,7781,1175,invoice,7.00,I.T.B.M.S
2961,7783,1176,invoice,7.00,I.T.B.M.S
2962,7783,1176,invoice,-3.50,Agente Retenedor
2963,7784,1177,invoice,7.00,I.T.B.M.S
2964,7786,1178,invoice,7.00,I.T.B.M.S
2965,7788,1179,invoice,7.00,I.T.B.M.S
2966,7790,1180,invoice,7.00,I.T.B.M.S
2967,7792,1181,invoice,7.00,I.T.B.M.S
2969,7798,1182,invoice,7.00,I.T.B.M.S
2970,7802,1183,invoice,7.00,I.T.B.M.S
2972,7804,1184,invoice,7.00,I.T.B.M.S
2973,7805,1185,invoice,7.00,I.T.B.M.S
2974,7816,532,estimate,7.00,I.T.B.M.S
2981,7833,1186,invoice,7.00,I.T.B.M.S
2982,7835,1187,invoice,7.00,I.T.B.M.S
2984,7840,533,estimate,7.00,I.T.B.M.S
2986,7842,1190,invoice,7.00,I.T.B.M.S
2988,7851,1191,invoice,7.00,I.T.B.M.S
2989,7852,1191,invoice,7.00,I.T.B.M.S
2990,7853,1191,invoice,7.00,I.T.B.M.S
2991,7854,1191,invoice,7.00,I.T.B.M.S
2992,7855,1191,invoice,7.00,I.T.B.M.S
2993,7856,1191,invoice,7.00,I.T.B.M.S
2994,7857,1191,invoice,7.00,I.T.B.M.S
2996,7870,1192,invoice,7.00,I.T.B.M.S
2997,7873,1191,invoice,7.00,I.T.B.M.S
2998,7875,534,estimate,7.00,I.T.B.M.S
2999,7876,1194,invoice,7.00,I.T.B.M.S
3000,7879,535,estimate,7.00,I.T.B.M.S
3001,7881,1195,invoice,7.00,I.T.B.M.S
3002,7884,1196,invoice,7.00,I.T.B.M.S
3007,7898,1200,invoice,7.00,I.T.B.M.S
3008,7899,1200,invoice,7.00,I.T.B.M.S
3009,7900,1200,invoice,7.00,I.T.B.M.S
3015,7920,1202,invoice,7.00,I.T.B.M.S
3016,7921,1203,invoice,7.00,I.T.B.M.S
3017,7924,536,estimate,7.00,I.T.B.M.S
3018,7925,536,estimate,7.00,I.T.B.M.S
3020,7929,1204,invoice,7.00,I.T.B.M.S
3023,7936,1205,invoice,7.00,I.T.B.M.S
3024,7937,1205,invoice,7.00,I.T.B.M.S
3025,7940,1207,invoice,7.00,I.T.B.M.S
3031,7948,1208,invoice,-3.50,Agente Retenedor
3032,7948,1208,invoice,7.00,I.T.B.M.S
3033,7950,1209,invoice,7.00,I.T.B.M.S
3034,7953,1210,invoice,7.00,I.T.B.M.S
3035,7954,1210,invoice,7.00,I.T.B.M.S
3041,7961,537,estimate,7.00,I.T.B.M.S
3042,7964,1211,invoice,7.00,I.T.B.M.S
3043,7967,1212,invoice,-3.50,Agente Retenedor
3044,7967,1212,invoice,7.00,I.T.B.M.S
3045,7969,1213,invoice,-3.50,Agente Retenedor
3046,7969,1213,invoice,7.00,I.T.B.M.S
3047,7971,1214,invoice,-3.50,Agente Retenedor
3048,7971,1214,invoice,7.00,I.T.B.M.S
3049,7975,1215,invoice,7.00,I.T.B.M.S
3050,7976,1216,invoice,7.00,I.T.B.M.S
3051,7980,1217,invoice,7.00,I.T.B.M.S
3054,7984,1218,invoice,7.00,I.T.B.M.S
3055,7984,1218,invoice,-3.50,Agente Retenedor
3056,7989,1219,invoice,7.00,I.T.B.M.S
3057,7992,1220,invoice,7.00,I.T.B.M.S
3058,7992,1220,invoice,-3.50,Agente Retenedor
3059,7993,1221,invoice,7.00,I.T.B.M.S
3060,7993,1221,invoice,-3.50,Agente Retenedor
3061,7994,1222,invoice,7.00,I.T.B.M.S
3062,7995,1222,invoice,7.00,I.T.B.M.S
3063,7998,1223,invoice,7.00,I.T.B.M.S
3064,8002,1225,invoice,7.00,I.T.B.M.S
3065,8003,1226,invoice,7.00,I.T.B.M.S
3066,8010,1227,invoice,7.00,I.T.B.M.S
3079,8036,1228,invoice,7.00,I.T.B.M.S
3080,8040,1229,invoice,7.00,I.T.B.M.S
3081,8041,1230,invoice,7.00,I.T.B.M.S
3082,8042,1230,invoice,7.00,I.T.B.M.S
3083,8043,1230,invoice,7.00,I.T.B.M.S
3084,8044,1230,invoice,7.00,I.T.B.M.S
3085,8045,1230,invoice,7.00,I.T.B.M.S
3086,8055,538,estimate,7.00,I.T.B.M.S
3087,8058,1231,invoice,7.00,I.T.B.M.S
3088,8061,1232,invoice,7.00,I.T.B.M.S
3089,8062,1232,invoice,7.00,I.T.B.M.S
3091,8064,539,estimate,7.00,I.T.B.M.S
3092,8065,539,estimate,7.00,I.T.B.M.S
3093,8066,539,estimate,7.00,I.T.B.M.S
3094,8071,1233,invoice,7.00,I.T.B.M.S
3095,8072,1233,invoice,7.00,I.T.B.M.S
3096,8073,1233,invoice,7.00,I.T.B.M.S
3097,8078,1234,invoice,7.00,I.T.B.M.S
3099,8092,541,estimate,7.00,I.T.B.M.S
3100,8093,541,estimate,7.00,I.T.B.M.S
3101,8094,541,estimate,7.00,I.T.B.M.S
3102,8095,541,estimate,7.00,I.T.B.M.S
3104,8100,542,estimate,7.00,I.T.B.M.S
3105,8104,543,estimate,7.00,I.T.B.M.S
3106,8110,1236,invoice,7.00,I.T.B.M.S
3109,8122,1237,invoice,7.00,I.T.B.M.S
3110,8125,1237,invoice,7.00,I.T.B.M.S
3112,8141,544,estimate,7.00,I.T.B.M.S
3114,8148,1239,invoice,7.00,I.T.B.M.S
3115,8156,545,estimate,7.00,I.T.B.M.S
3116,8159,1244,invoice,7.00,I.T.B.M.S
3117,8165,1245,invoice,7.00,I.T.B.M.S
3120,8178,546,estimate,7.00,I.T.B.M.S
3122,8189,1246,invoice,7.00,I.T.B.M.S
3125,8196,1248,invoice,7.00,I.T.B.M.S
3126,8199,1249,invoice,7.00,I.T.B.M.S
3128,8216,1257,invoice,7.00,I.T.B.M.S
3130,8221,1258,invoice,7.00,I.T.B.M.S
3134,8229,547,estimate,7.00,I.T.B.M.S
3135,8232,1259,invoice,7.00,I.T.B.M.S
3141,8248,1260,invoice,7.00,I.T.B.M.S
3142,8253,548,estimate,7.00,I.T.B.M.S
3143,8257,1261,invoice,7.00,I.T.B.M.S
3144,8257,1261,invoice,-3.50,Agente Retenedor
3145,8258,1262,invoice,7.00,I.T.B.M.S
3146,8259,1263,invoice,7.00,I.T.B.M.S
3147,8260,1263,invoice,7.00,I.T.B.M.S
3148,8261,1263,invoice,7.00,I.T.B.M.S
3150,8268,1265,invoice,7.00,I.T.B.M.S
3151,8273,1266,invoice,7.00,I.T.B.M.S
3152,8278,1267,invoice,7.00,I.T.B.M.S
3153,8285,1268,invoice,7.00,I.T.B.M.S
3154,8290,1269,invoice,7.00,I.T.B.M.S
3155,8297,1270,invoice,7.00,I.T.B.M.S
3156,8304,1271,invoice,7.00,I.T.B.M.S
3157,8307,1272,invoice,7.00,I.T.B.M.S
3158,8308,1273,invoice,7.00,I.T.B.M.S
3159,8312,1274,invoice,7.00,I.T.B.M.S
3160,8313,1275,invoice,7.00,I.T.B.M.S
3161,8318,1276,invoice,7.00,I.T.B.M.S
3162,8333,1287,invoice,7.00,I.T.B.M.S
3164,8268,1265,invoice,-3.50,Agente Retenedor
3166,8355,549,estimate,7.00,I.T.B.M.S
3167,8362,550,estimate,7.00,I.T.B.M.S
3168,8365,1292,invoice,7.00,I.T.B.M.S
3171,8377,551,estimate,7.00,I.T.B.M.S
3174,8385,551,estimate,7.00,I.T.B.M.S
3175,8386,551,estimate,7.00,I.T.B.M.S
3176,8388,1294,invoice,7.00,I.T.B.M.S
3180,8404,1295,invoice,7.00,I.T.B.M.S
3186,8423,552,estimate,7.00,I.T.B.M.S
3187,8424,552,estimate,7.00,I.T.B.M.S
3188,8425,552,estimate,7.00,I.T.B.M.S
3189,8426,552,estimate,7.00,I.T.B.M.S
3190,8427,552,estimate,7.00,I.T.B.M.S
3191,8436,1298,invoice,7.00,I.T.B.M.S
3192,8437,1298,invoice,7.00,I.T.B.M.S
3193,8438,1298,invoice,7.00,I.T.B.M.S
3194,8439,1298,invoice,7.00,I.T.B.M.S
3195,8440,1298,invoice,7.00,I.T.B.M.S
3196,8449,1299,invoice,-3.50,Agente Retenedor
3197,8449,1299,invoice,7.00,I.T.B.M.S
3201,8453,1300,invoice,7.00,I.T.B.M.S
3202,8454,1300,invoice,7.00,I.T.B.M.S
3203,8453,1300,invoice,-3.50,Agente Retenedor
3204,8454,1300,invoice,-3.50,Agente Retenedor
3205,8457,553,estimate,7.00,I.T.B.M.S
3206,8458,553,estimate,7.00,I.T.B.M.S
3207,8459,553,estimate,7.00,I.T.B.M.S
3208,8460,553,estimate,7.00,I.T.B.M.S
3209,8461,553,estimate,7.00,I.T.B.M.S
3210,8462,1301,invoice,7.00,I.T.B.M.S
3212,8464,1301,invoice,7.00,I.T.B.M.S
3213,8465,1301,invoice,7.00,I.T.B.M.S
3214,8466,1301,invoice,7.00,I.T.B.M.S
3215,8467,1302,invoice,7.00,I.T.B.M.S
3216,8471,1303,invoice,7.00,I.T.B.M.S
3217,8471,1303,invoice,-3.50,Agente Retenedor
3218,8467,1302,invoice,-3.50,Agente Retenedor
3219,8475,1304,invoice,7.00,I.T.B.M.S
3220,8475,1304,invoice,-3.50,Agente Retenedor
3221,8477,1305,invoice,7.00,I.T.B.M.S
3223,8487,1301,invoice,7.00,I.T.B.M.S
3224,8488,1301,invoice,7.00,I.T.B.M.S
3225,8490,1306,invoice,7.00,I.T.B.M.S
3226,8493,1307,invoice,7.00,I.T.B.M.S
3227,8495,1308,invoice,7.00,I.T.B.M.S
3228,8497,1309,invoice,7.00,I.T.B.M.S
3229,8499,1310,invoice,7.00,I.T.B.M.S
3230,8501,1311,invoice,-3.50,Agente Retenedor
3231,8501,1311,invoice,7.00,I.T.B.M.S
3232,8503,1312,invoice,7.00,I.T.B.M.S
3233,8503,1312,invoice,-3.50,Agente Retenedor
3246,8530,1313,invoice,7.00,I.T.B.M.S
3247,8531,1314,invoice,7.00,I.T.B.M.S
3249,8537,554,estimate,7.00,I.T.B.M.S
3250,8538,554,estimate,7.00,I.T.B.M.S
3251,8539,554,estimate,7.00,I.T.B.M.S
3252,8546,554,estimate,7.00,I.T.B.M.S
3257,8565,1325,invoice,-3.50,Agente Retenedor
3258,8565,1325,invoice,7.00,I.T.B.M.S
3259,8566,1326,invoice,7.00,I.T.B.M.S
3261,8570,1327,invoice,7.00,I.T.B.M.S
3262,8573,1328,invoice,7.00,I.T.B.M.S
3263,8577,1329,invoice,-3.50,Agente Retenedor
3264,8577,1329,invoice,7.00,I.T.B.M.S
3265,8580,555,estimate,7.00,I.T.B.M.S
3267,8595,1332,invoice,7.00,I.T.B.M.S
3268,8610,1335,invoice,7.00,I.T.B.M.S
3269,8611,1335,invoice,7.00,I.T.B.M.S
3270,8612,556,estimate,7.00,I.T.B.M.S
3271,8615,1336,invoice,7.00,I.T.B.M.S
3277,8625,557,estimate,7.00,I.T.B.M.S
3280,8640,1340,invoice,7.00,I.T.B.M.S
3281,8644,1341,invoice,7.00,I.T.B.M.S
3282,8645,1342,invoice,7.00,I.T.B.M.S
3283,8647,1343,invoice,7.00,I.T.B.M.S
3284,8648,1343,invoice,7.00,I.T.B.M.S
3286,8652,1344,invoice,7.00,I.T.B.M.S
3289,8659,1345,invoice,7.00,I.T.B.M.S
3296,8669,1346,invoice,-3.50,Agente Retenedor
3297,8669,1346,invoice,7.00,I.T.B.M.S
3299,8678,558,estimate,7.00,I.T.B.M.S
3301,8681,559,estimate,7.00,I.T.B.M.S
3302,8684,1348,invoice,7.00,I.T.B.M.S
3303,8684,1348,invoice,-3.50,Agente Retenedor
3304,8687,1349,invoice,-3.50,Agente Retenedor
3305,8687,1349,invoice,7.00,I.T.B.M.S
3306,8690,1351,invoice,7.00,I.T.B.M.S
3307,8690,1351,invoice,-3.50,Agente Retenedor
3309,8696,560,estimate,7.00,I.T.B.M.S
3310,8707,1353,invoice,7.00,I.T.B.M.S
3311,8709,1354,invoice,-3.50,Agente Retenedor
3312,8709,1354,invoice,7.00,I.T.B.M.S
3313,8711,1355,invoice,7.00,I.T.B.M.S
3314,8711,1355,invoice,-3.50,Agente Retenedor
3315,8715,1356,invoice,7.00,I.T.B.M.S
3329,8734,1357,invoice,7.00,I.T.B.M.S
3330,8735,1358,invoice,7.00,I.T.B.M.S
3331,8736,1359,invoice,7.00,I.T.B.M.S
3332,8737,1360,invoice,7.00,I.T.B.M.S
3333,8744,1361,invoice,7.00,I.T.B.M.S
3335,8748,1362,invoice,7.00,I.T.B.M.S
3339,8760,1363,invoice,7.00,I.T.B.M.S
3341,8766,1364,invoice,7.00,I.T.B.M.S
3351,8793,1366,invoice,7.00,I.T.B.M.S
3352,8793,1366,invoice,-3.50,Agente Retenedor
3354,8799,1367,invoice,7.00,I.T.B.M.S
3355,8799,1367,invoice,-3.50,Agente Retenedor
3356,8804,1368,invoice,-3.50,Agente Retenedor
3357,8804,1368,invoice,7.00,I.T.B.M.S
3359,8809,1369,invoice,7.00,I.T.B.M.S
3369,8830,561,estimate,7.00,I.T.B.M.S
3370,8831,561,estimate,7.00,I.T.B.M.S
3371,8833,1371,invoice,7.00,I.T.B.M.S
3372,8836,1372,invoice,7.00,I.T.B.M.S
3373,8837,1373,invoice,7.00,I.T.B.M.S
3374,8838,1373,invoice,7.00,I.T.B.M.S
3375,8837,1373,invoice,-3.50,Agente Retenedor
3379,8843,562,estimate,7.00,I.T.B.M.S
3380,8844,1374,invoice,7.00,I.T.B.M.S
3387,8866,563,estimate,7.00,I.T.B.M.S
3388,8867,563,estimate,7.00,I.T.B.M.S
3389,8869,1375,invoice,7.00,I.T.B.M.S
3390,8870,1375,invoice,7.00,I.T.B.M.S
3393,8875,1377,invoice,-3.50,Agente Retenedor
3394,8875,1377,invoice,7.00,I.T.B.M.S
3395,8876,1377,invoice,-3.50,Agente Retenedor
3396,8876,1377,invoice,7.00,I.T.B.M.S
3397,8877,1377,invoice,-3.50,Agente Retenedor
3398,8877,1377,invoice,7.00,I.T.B.M.S
3399,8879,564,estimate,7.00,I.T.B.M.S
3401,8881,1378,invoice,7.00,I.T.B.M.S
3402,8882,1379,invoice,7.00,I.T.B.M.S
3403,8883,1380,invoice,7.00,I.T.B.M.S
3405,8894,1382,invoice,7.00,I.T.B.M.S
3407,8904,1383,invoice,7.00,I.T.B.M.S
3408,8904,1383,invoice,-3.50,Agente Retenedor
3409,8905,1384,invoice,-3.50,Agente Retenedor
3410,8905,1384,invoice,7.00,I.T.B.M.S
3411,8907,1385,invoice,7.00,I.T.B.M.S
3412,8909,1386,invoice,7.00,I.T.B.M.S
3413,8911,1387,invoice,7.00,I.T.B.M.S
3414,8913,1388,invoice,7.00,I.T.B.M.S
3415,8915,1389,invoice,7.00,I.T.B.M.S
3416,8917,1390,invoice,7.00,I.T.B.M.S
3417,8918,1391,invoice,-3.50,Agente Retenedor
3418,8918,1391,invoice,7.00,I.T.B.M.S
3419,8919,1392,invoice,-3.50,Agente Retenedor
3420,8919,1392,invoice,7.00,I.T.B.M.S
3425,8924,1393,invoice,7.00,I.T.B.M.S
3426,8925,1393,invoice,7.00,I.T.B.M.S
3429,8936,565,estimate,7.00,I.T.B.M.S
3430,8939,1397,invoice,7.00,I.T.B.M.S
3431,8940,1398,invoice,7.00,I.T.B.M.S
3441,8959,566,estimate,7.00,I.T.B.M.S
3442,8961,1399,invoice,7.00,I.T.B.M.S
3444,8965,567,estimate,7.00,I.T.B.M.S
3445,8967,1400,invoice,7.00,I.T.B.M.S
3451,8985,568,estimate,7.00,I.T.B.M.S
3459,9017,1404,invoice,7.00,I.T.B.M.S
3460,9031,1405,invoice,7.00,I.T.B.M.S
3461,9033,1406,invoice,7.00,I.T.B.M.S
3462,9034,1406,invoice,7.00,I.T.B.M.S
3463,9035,1406,invoice,7.00,I.T.B.M.S
3470,9050,570,estimate,7.00,I.T.B.M.S
3471,9051,1407,invoice,7.00,I.T.B.M.S
3472,9052,571,estimate,7.00,I.T.B.M.S
3473,9053,1408,invoice,7.00,I.T.B.M.S
3474,9054,1409,invoice,7.00,I.T.B.M.S
3475,9055,1409,invoice,7.00,I.T.B.M.S
3479,9065,1410,invoice,7.00,I.T.B.M.S
3484,9081,1411,invoice,7.00,I.T.B.M.S
3487,9088,572,estimate,7.00,I.T.B.M.S
3488,9091,1412,invoice,7.00,I.T.B.M.S
3489,9093,1413,invoice,-3.50,Agente Retenedor
3490,9093,1413,invoice,7.00,I.T.B.M.S
3491,9094,1414,invoice,7.00,I.T.B.M.S
3492,9095,1415,invoice,7.00,I.T.B.M.S
3493,9096,1416,invoice,7.00,I.T.B.M.S
3494,9097,1417,invoice,7.00,I.T.B.M.S
3495,9099,573,estimate,7.00,I.T.B.M.S
3496,9100,1418,invoice,7.00,I.T.B.M.S
3497,9101,1419,invoice,7.00,I.T.B.M.S
3498,9101,1419,invoice,-3.50,Agente Retenedor
3499,9102,1420,invoice,7.00,I.T.B.M.S
3501,9110,1421,invoice,7.00,I.T.B.M.S
3505,9118,1422,invoice,-3.50,Agente Retenedor
3506,9118,1422,invoice,7.00,I.T.B.M.S
3509,9134,1425,invoice,7.00,I.T.B.M.S
3510,9136,1426,invoice,7.00,I.T.B.M.S
3511,9137,1427,invoice,-3.50,Agente Retenedor
3512,9137,1427,invoice,7.00,I.T.B.M.S
3516,9145,1428,invoice,7.00,I.T.B.M.S
3519,9152,574,estimate,7.00,I.T.B.M.S
3520,9156,1429,invoice,7.00,I.T.B.M.S
3524,9166,1430,invoice,7.00,I.T.B.M.S
3528,9177,1432,invoice,7.00,I.T.B.M.S
3529,9179,1433,invoice,7.00,I.T.B.M.S
3534,9193,1436,invoice,-3.50,Agente Retenedor
3535,9193,1436,invoice,7.00,I.T.B.M.S
3542,9202,575,estimate,7.00,I.T.B.M.S
3543,9208,1437,invoice,7.00,I.T.B.M.S
3545,9219,1438,invoice,7.00,I.T.B.M.S
3549,9227,1439,invoice,7.00,I.T.B.M.S
3552,9236,1440,invoice,7.00,I.T.B.M.S
3554,9240,1441,invoice,7.00,I.T.B.M.S
3555,9241,1441,invoice,7.00,I.T.B.M.S
3556,9242,1441,invoice,7.00,I.T.B.M.S
3557,9249,1441,invoice,7.00,I.T.B.M.S
3562,9259,576,estimate,7.00,I.T.B.M.S
3564,9266,577,estimate,7.00,I.T.B.M.S
3565,9267,1442,invoice,7.00,I.T.B.M.S
3566,9268,1443,invoice,7.00,I.T.B.M.S
3567,9269,578,estimate,7.00,I.T.B.M.S
3568,9270,578,estimate,7.00,I.T.B.M.S
3573,9283,1444,invoice,7.00,I.T.B.M.S
3574,9283,1444,invoice,-3.50,Agente Retenedor
3575,9284,1445,invoice,7.00,I.T.B.M.S
3576,9285,579,estimate,7.00,I.T.B.M.S
3577,9288,1446,invoice,7.00,I.T.B.M.S
3578,9291,1447,invoice,7.00,I.T.B.M.S
3579,9292,1448,invoice,7.00,I.T.B.M.S
3580,9295,1449,invoice,7.00,I.T.B.M.S
3603,9355,580,estimate,7.00,I.T.B.M.S
3604,9360,1450,invoice,7.00,I.T.B.M.S
3605,9363,1451,invoice,7.00,I.T.B.M.S
3606,9366,1452,invoice,-3.50,Agente Retenedor
3607,9366,1452,invoice,7.00,I.T.B.M.S
3611,9370,1453,invoice,7.00,I.T.B.M.S
3612,9378,581,estimate,7.00,I.T.B.M.S
3613,9379,581,estimate,7.00,I.T.B.M.S
3614,9380,581,estimate,7.00,I.T.B.M.S
3632,9428,1457,invoice,7.00,I.T.B.M.S
